I,J,DL,Z,R,Q(I->J),"E""corr","E""uncorr","E""IJ-E""I-E""J",corr/uncorr,"dDIJ*VIJ,unc",Gsol,"tot,corr"
52,4,C1,0,4.81,0,-463.6384332,-461.3290386,-0.00000471,-0.00000269,0.00000038,0,-0.003
52,5,N1,0,7.21,0,-461.3286831,-461.3286831,-0.00000071,-0.00000071,0.00000008,0,0
52,6,C1,0,5.53,0,-463.6366967,-461.3279493,-0.0000018,-0.00000094,0.0000002,0,-0.001
52,7,C1,0,4.71,0,-463.636694,-461.3279352,0.0000003,0.00000196,0.0000002,0,0
52,8,C1,0,5,0,-463.6377844,-461.3287307,-0.00000083,0.00000062,-0.00000001,0,-0.001
52,9,N1,0,7.9,0,-461.3287025,-461.3287025,-0.00000042,-0.00000042,0.00000006,0,0
52,10,C1,0,6.4,0,-463.6366838,-461.3279437,-0.00000125,-0.00000079,0.00000008,0,-0.001
52,11,C1,0,5.54,0,-463.6366863,-461.327935,-0.00000031,0.0000004,0.00000003,0,0
52,12,C1,0,5.72,0,-463.6377475,-461.3286906,0.00000088,0.00000149,-0.0000001,0,0
52,13,N1,0,8.91,0,-461.3293187,-461.3293187,-0.00000032,-0.00000032,0.00000005,0,0
52,14,N1,0,7.49,0,-461.3282961,-461.3282961,-0.00000094,-0.00000094,0,0,-0.001
52,15,N1,0,6.72,0,-461.3282814,-461.3282814,-0.00000009,-0.00000009,-0.00000024,0,0
52,16,N1,0,6.87,0,-461.3286115,-461.3286115,0.00000138,0.00000138,-0.00000032,0,0.001
52,17,N1,0,6.63,0,-461.3287068,-461.3287068,-0.00000148,-0.00000148,-0.00000009,0,-0.001
52,18,C1,0,4.39,0,-463.6374041,-461.3283158,-0.00000693,-0.00000346,-0.00000072,0,-0.005
52,19,C1,0,2.68,0,-463.6374375,-461.3283229,0.00000556,0.00003205,-0.00000259,0,0.002
52,20,C1,0,2.99,0,-463.6383752,-461.3291162,-0.0000489,-0.00002312,0.0000021,0,-0.029
52,21,N1,0,6.9,0,-461.3287165,-461.3287165,-0.00000063,-0.00000063,0.00000012,0,0
52,22,C1,0,4.79,0,-463.6365901,-461.3279821,-0.00000536,-0.00000308,0.00000012,0,-0.003
52,23,C1,0,3.36,0,-463.6366021,-461.327978,-0.00001672,-0.00000392,0.00000092,0,-0.01
52,24,C1,0,3.25,0,-463.6376459,-461.3287264,-0.00000276,0.00001023,-0.00000039,0,-0.002
52,25,N1,0,7.62,0,-461.3287326,-461.3287326,-0.0000001,-0.0000001,0.00000008,0,0
52,26,C1,0,5.77,0,-463.6365915,-461.3279856,-0.00000222,-0.00000131,0.00000001,0,-0.001
52,27,C1,0,4.42,0,-463.6365944,-461.3279816,-0.00000631,-0.00000334,0.00000019,0,-0.004
52,28,C1,0,4.27,0,-463.6376263,-461.3287107,0.00000306,0.00000587,-0.00000032,0,0.002
52,29,N1,0,8.67,0,-461.3291103,-461.3291103,-0.00000004,-0.00000004,0.00000006,0,0
52,30,N1,0,6.94,0,-461.3283645,-461.3283645,-0.00000128,-0.00000128,0.00000008,0,-0.001
52,31,C1,0,5.82,0,-463.6374107,-461.3283199,-0.00000278,-0.00000218,-0.00000006,0,-0.002
52,32,C1,0,5.72,0,-463.6379688,-461.3286932,0.0000011,0.00000167,-0.00000038,0,0
52,33,N1,0,6.7,0,-461.3286965,-461.3286965,-0.00000163,-0.00000163,-0.00000009,0,-0.001
52,34,C1,0,4.25,0,-463.6374238,-461.3283288,-0.0000162,-0.00001141,-0.00000021,0,-0.01
52,35,C1,0,1.86,0,-463.6379747,-461.3285994,-0.00052495,-0.00023619,-0.00000256,0,-0.331
52,36,C1,0,1.13,0,-463.6420727,-461.3281803,-0.00371696,0.0009299,-0.00000659,0,-2.337
52,37,N1,0,7.08,0,-461.328716,-461.328716,0.00000023,0.00000023,0.00000003,0,0
52,38,C1,0,4.7,0,-463.6365883,-461.327976,-0.00000059,0.00000188,-0.00000028,0,-0.001
52,39,C1,0,2.65,0,-463.6366736,-461.3280115,-0.00008422,-0.00002715,-0.00000149,0,-0.054
52,40,C1,0,1.32,0,-463.6378801,-461.3284797,-0.00023212,0.00025295,-0.00001838,0,-0.157
52,41,N1,0,7.78,0,-461.3287359,-461.3287359,0.00000064,0.00000064,0.00000003,0,0
52,42,C1,0,5.69,0,-463.6365847,-461.3279727,0.0000005,0.00000132,-0.00000012,0,0
52,43,C1,0,3.88,0,-463.6366014,-461.3279891,-0.00001627,-0.00000967,0.00000042,0,-0.01
52,44,C1,0,3.24,0,-463.6376416,-461.3287086,-0.00000542,0.00000769,-0.00000053,0,-0.004
52,45,N1,0,8.8,0,-461.3290927,-461.3290927,0.00000043,0.00000043,0.00000004,0,0
52,46,N1,0,6.86,0,-461.3283556,-461.3283556,-0.00000052,-0.00000052,0.00000009,0,0
52,47,C1,0,5.43,0,-463.6374033,-461.3283175,-0.00000582,-0.00000478,0.00000022,0,-0.004
52,48,C1,0,5,0,-463.6379851,-461.3287054,-0.00000146,-0.0000001,-0.00000035,0,-0.001
52,49,N1,0,7.19,0,-461.3286139,-461.3286139,-0.00000106,-0.00000106,-0.00000013,0,-0.001
52,50,C1,0,4.66,0,-463.6376187,-461.3282879,-0.0000093,-0.000007,-0.00000011,0,-0.006
52,51,C1,0,2.19,0,-463.6378536,-461.3283792,-0.00024055,-0.0000841,0.0000072,0,-0.146
53,1,C1,0,5.11,0,-463.6370273,-461.3279874,-0.00000574,-0.00000422,0.00000088,0,-0.003
53,2,N1,0,6.62,0,-461.3276073,-461.3276073,-0.00000003,-0.00000003,0.00000013,0,0
53,3,N1,0,8.54,0,-461.3276372,-461.3276372,0.0000006,0.0000006,-0.00000009,0,0
53,4,N1,0,10.67,0,-461.3284091,-461.3284091,0.00000023,0.00000023,-0.00000005,0,0
53,5,C1,0,4.81,0,-463.6367505,-461.3280581,-0.00000439,-0.00000231,0.00000036,0,-0.003
53,6,C1,0,6.25,0,-463.6356458,-461.3273227,-0.00000147,-0.00000094,-0.0000001,0,-0.001
53,7,N1,0,8.19,0,-461.3273108,-461.3273108,-0.00000027,-0.00000027,0,0,0
53,8,N1,0,10.4,0,-461.3281048,-461.3281048,-0.00000017,-0.00000017,0.00000001,0,0
53,9,C1,0,5,0,-463.6367624,-461.3280748,-0.00000064,0.00000073,-0.00000012,0,0
53,10,C1,0,6.33,0,-463.6356335,-461.3273173,-0.00000144,-0.000001,-0.00000006,0,-0.001
53,11,N1,0,8.26,0,-461.3273093,-461.3273093,-0.00000049,-0.00000049,0.00000002,0,0
53,12,N1,0,10.45,0,-461.3280657,-461.3280657,-0.00000027,-0.00000027,0.00000003,0,0
53,13,C1,0,5.72,0,-463.6377472,-461.3286902,0.00000088,0.00000149,-0.0000001,0,0
53,14,N1,0,6.91,0,-461.3276686,-461.3276686,-0.00000002,-0.00000002,0.00000026,0,0
53,15,N1,0,8.71,0,-461.3276551,-461.3276551,-0.0000004,-0.0000004,0.00000022,0,0
53,16,N1,0,10.81,0,-461.3279865,-461.3279865,-0.00000028,-0.00000028,0.0000001,0,0
53,17,C1,0,3.46,0,-463.6369666,-461.3280998,-0.00003348,-0.0000211,0.00000318,0,-0.019
53,18,C1,0,5.13,0,-463.6363451,-461.3276827,0.00000147,0.00000302,0.00000003,0,0.001
53,19,N1,0,7.2,0,-461.3277265,-461.3277265,0.00000188,0.00000188,-0.00000023,0,0.001
53,20,N1,0,9.46,0,-461.328466,-461.328466,0.00000042,0.00000042,-0.00000007,0,0
53,21,C1,0,2.99,0,-463.6366301,-461.328108,-0.00004492,-0.00001868,0.00000124,0,-0.027
53,22,C1,0,4.61,0,-463.6355402,-461.3273559,-0.00000593,-0.00000344,-0.00000023,0,-0.004
53,23,N1,0,6.79,0,-461.3273481,-461.3273481,-0.00000065,-0.00000065,0.00000006,0,0
53,24,N1,0,9.16,0,-461.3281104,-461.3281104,-0.00000034,-0.00000034,0.00000004,0,0
53,25,C1,0,3.25,0,-463.6366005,-461.3280965,-0.00000322,0.00000941,-0.00000103,0,-0.003
53,26,C1,0,4.72,0,-463.6355451,-461.3273619,-0.00000638,-0.0000043,0.00000017,0,-0.004
53,27,N1,0,6.86,0,-461.327353,-461.327353,-0.00000137,-0.00000137,0.00000015,0,-0.001
53,28,N1,0,9.21,0,-461.3280905,-461.3280905,-0.00000053,-0.00000053,0.00000007,0,0
53,29,C1,0,4.27,0,-463.6373025,-461.3284781,0.00000273,0.0000055,-0.00000039,0,0.001
53,30,C1,0,5.48,0,-463.6363994,-461.3277358,-0.00000017,0.00000076,0.00000062,0,0
53,31,N1,0,7.4,0,-461.3276918,-461.3276918,-0.00000066,-0.00000066,0.00000043,0,0
53,32,N1,0,9.62,0,-461.3280687,-461.3280687,-0.00000042,-0.00000042,0.00000017,0,0
53,33,C1,0,2.09,0,-463.6372978,-461.3282446,-0.00037846,-0.00017633,0.00001528,0,-0.228
53,34,C1,0,3.95,0,-463.6363285,-461.3276557,0.00002852,0.00003506,-0.00000186,0,0.017
53,35,C1,0,6.12,0,-463.6363938,-461.3277308,0.00000532,0.00000574,-0.00000058,0,0.003
53,36,N1,0,8.44,0,-461.3284828,-461.3284828,0.00000082,0.00000082,-0.00000012,0,0
53,37,C1,0,1.13,0,-463.6401669,-461.3269993,-0.00358846,0.00109033,-0.0000514,0,-2.284
53,38,C1,0,3.2,0,-463.6355654,-461.3273621,-0.00002824,-0.0000108,0.00000046,0,-0.017
53,39,C1,0,5.63,0,-463.6355414,-461.3273596,-0.00000259,-0.0000019,0.0000004,0,-0.001
53,40,N1,0,8.08,0,-461.3281066,-461.3281066,-0.00000064,-0.00000064,0.00000009,0,0
53,41,C1,0,1.32,0,-463.636832,-461.3278655,-0.00023954,0.00024443,-0.00002374,0,-0.165
53,42,C1,0,3.36,0,-463.635569,-461.3273685,-0.0000343,-0.00002109,0.00000238,0,-0.02
53,43,C1,0,5.7,0,-463.6355392,-461.3273566,-0.00000459,-0.00000375,0.00000054,0,-0.003
53,44,N1,0,8.12,0,-461.3280906,-461.3280906,-0.00000095,-0.00000095,0.00000014,0,-0.001
53,45,C1,0,3.24,0,-463.6372815,-461.3284591,-0.00000563,0.00000739,-0.0000008,0,-0.004
53,46,C1,0,4.36,0,-463.6363882,-461.327721,0.00000431,0.00000746,0.000001,0,0.003
53,47,C1,0,6.33,0,-463.636348,-461.3276867,-0.0000011,-0.00000058,0.00000073,0,0
53,48,N1,0,8.56,0,-461.3280793,-461.3280793,-0.00000057,-0.00000057,0.00000026,0,0
53,49,C1,0,1.18,0,-463.6411915,-461.3278841,-0.00411193,0.00010214,0.00002271,0,-2.566
53,50,C1,0,3.09,0,-463.636475,-461.3275403,0.00008381,0.00011395,-0.00000521,0,0.049
53,51,C1,0,5.26,0,-463.6365534,-461.3276583,0.0000091,0.00001022,-0.00000074,0,0.005
53,52,N1,0,7.59,0,-461.3286909,-461.3286909,0.0000008,0.0000008,-0.00000005,0,0
54,1,C1,0,4.64,0,-463.6359597,-461.3272255,-0.00000065,0.000001,-0.00000038,0,-0.001
54,2,C1,0,5.11,0,-463.6353802,-461.3268553,-0.00000623,-0.00000464,0.00000113,0,-0.003
54,3,N1,0,6.62,0,-461.3268814,-461.3268814,-0.00000021,-0.00000021,0.0000003,0,0
54,4,N1,0,8.54,0,-461.3276523,-461.3276523,0.00000036,0.00000036,0.00000001,0,0
54,5,C1,0,4.3,0,-463.635683,-461.3272962,0.00000069,0.00000294,0.00000046,0,0.001
54,6,C1,0,4.81,0,-463.6345856,-461.3265667,-0.00000375,-0.00000162,0.00000012,0,-0.002
54,7,C1,0,6.25,0,-463.6345824,-461.3265544,-0.00000108,-0.00000049,-0.00000014,0,-0.001
54,8,N1,0,8.19,0,-461.3273483,-461.3273483,-0.00000024,-0.00000024,0,0,0
54,9,C1,0,4.71,0,-463.635699,-461.327317,0.00000034,0.00000191,0.00000053,0,0.001
54,10,C1,0,5,0,-463.6345706,-461.3265593,-0.000001,0.00000036,-0.00000005,0,-0.001
54,11,C1,0,6.33,0,-463.6345742,-461.3265529,-0.00000121,-0.00000073,-0.00000007,0,-0.001
54,12,N1,0,8.26,0,-461.3273093,-461.3273093,-0.00000049,-0.00000049,0.00000002,0,0
54,13,C1,0,5.54,0,-463.6366859,-461.3279347,-0.00000031,0.0000004,0.00000003,0,0
54,14,C1,0,5.72,0,-463.6354988,-461.3269101,0.00000125,0.00000183,-0.00000058,0,0
54,15,N1,0,6.91,0,-461.3268978,-461.3268978,0.00000028,0.00000028,-0.00000024,0,0
54,16,N1,0,8.71,0,-461.3272299,-461.3272299,-0.00000027,-0.00000027,-0.00000001,0,0
54,17,C1,0,3.26,0,-463.6358629,-461.3273027,0.00000781,0.00001939,-0.00000439,0,0.002
54,18,C1,0,3.46,0,-463.6353207,-461.3269531,-0.00003662,-0.00002399,0.00000404,0,-0.02
54,19,C1,0,5.13,0,-463.6353288,-461.3269688,0.00000123,0.00000293,0.00000023,0,0.001
54,20,N1,0,7.2,0,-461.3277085,-461.3277085,0.00000135,0.00000135,-0.00000007,0,0.001
54,21,C1,0,2.68,0,-463.6355308,-461.3273152,-0.00000804,0.00001742,0.00000213,0,-0.004
54,22,C1,0,2.99,0,-463.6345128,-461.3266104,-0.000041,-0.00001453,-0.00000025,0,-0.026
54,23,C1,0,4.61,0,-463.6344767,-461.3265925,-0.00000431,-0.00000161,-0.0000006,0,-0.003
54,24,N1,0,6.79,0,-461.327354,-461.327354,-0.00000062,-0.00000062,0.00000005,0,0
54,25,C1,0,3.36,0,-463.635551,-461.3273527,-0.00001619,-0.00000343,0.00000169,0,-0.009
54,26,C1,0,3.25,0,-463.6344807,-461.3265927,-0.00000437,0.00000834,-0.00000104,0,-0.003
54,27,C1,0,4.72,0,-463.6344806,-461.3265984,-0.00000557,-0.0000034,-0.0000001,0,-0.004
54,28,N1,0,6.86,0,-461.3273347,-461.3273347,-0.00000134,-0.00000134,0.00000013,0,-0.001
54,29,C1,0,4.42,0,-463.6362494,-461.3277307,-0.00000658,-0.00000365,0.00000026,0,-0.004
54,30,C1,0,4.27,0,-463.635334,-461.3269745,0.00000279,0.0000055,-0.00000102,0,0.001
54,31,C1,0,5.48,0,-463.6352947,-461.3269333,0.00000025,0.00000117,-0.00000034,0,0
54,32,N1,0,7.4,0,-461.3273121,-461.3273121,-0.00000048,-0.00000048,0.00000006,0,0
54,33,C1,0,2.19,0,-463.6358062,-461.3271818,0.00005072,0.00012987,-0.00002768,0,0.014
54,34,C1,0,2.09,0,-463.6357153,-461.3271509,-0.00042075,-0.0002168,0.00002417,0,-0.249
54,35,C1,0,3.95,0,-463.6353093,-461.3269458,0.00002743,0.0000341,-0.00000182,0,0.016
54,36,C1,0,6.12,0,-463.6362385,-461.3277223,0.00000425,0.00000463,-0.0000004,0,0.002
54,37,C1,0,1.86,0,-463.6360489,-461.3275749,-0.00053295,-0.0002419,-0.0000049,0,-0.338
54,38,C1,0,1.13,0,-463.6379311,-461.3253424,-0.00345642,0.00125221,-0.000101,0,-2.232
54,39,C1,0,3.2,0,-463.6344993,-461.3266059,-0.0000229,-0.00000482,-0.00000087,0,-0.015
54,40,C1,0,5.63,0,-463.6355374,-461.3273511,-0.00000244,-0.00000175,0.00000034,0,-0.001
54,41,C1,0,2.65,0,-463.6356069,-461.3273713,-0.00007691,-0.00001801,-0.00000292,0,-0.05
54,42,C1,0,1.32,0,-463.6347234,-461.3263564,-0.00025123,0.00023438,-0.00002376,0,-0.173
54,43,C1,0,3.36,0,-463.6345047,-461.3266153,-0.00003254,-0.00001907,0.00000144,0,-0.02
54,44,C1,0,5.7,0,-463.6355277,-461.3273367,-0.00000451,-0.00000367,0.00000052,0,-0.003
54,45,C1,0,3.88,0,-463.6362295,-461.3277193,-0.0000161,-0.00000942,0.00000038,0,-0.01
54,46,C1,0,3.24,0,-463.6353379,-461.3269671,-0.00000788,0.0000047,-0.00000097,0,-0.006
54,47,C1,0,4.36,0,-463.6352802,-461.3269221,0.00000427,0.00000737,-0.00000058,0,0.002
54,48,C1,0,6.33,0,-463.6358718,-461.3273227,-0.00000109,-0.00000058,0.00000021,0,-0.001
54,49,C1,0,2.32,0,-463.6361039,-461.3272388,-0.00008673,-0.0000092,0.00000565,0,-0.051
54,50,C1,0,1.18,0,-463.6398676,-461.3270847,-0.00437121,-0.00018703,0.00008823,0,-2.688
54,51,C1,0,3.09,0,-463.6354174,-461.3268005,0.00008261,0.00011143,-0.00000743,0,0.047
54,52,C1,0,5.26,0,-463.6366791,-461.3279276,0.00000647,0.00000742,-0.00000059,0,0.004
54,53,C1,0,2.19,0,-463.635876,-461.327393,-0.00024093,-0.00008464,0.00001891,0,-0.139
55,1,C1,0,5.47,0,-463.6359533,-461.327231,0.00000286,0.00000351,-0.00000114,0,0.001
55,2,C1,0,4.64,0,-463.6353723,-461.3268583,-0.00000118,0.00000042,-0.00000022,0,-0.001
55,3,C1,0,5.11,0,-463.6354148,-461.3268937,-0.00000611,-0.00000452,0.00000108,0,-0.003
55,4,N1,0,6.62,0,-461.3276609,-461.3276609,-0.00000023,-0.00000023,0.0000002,0,0
55,5,C1,0,5.18,0,-463.635681,-461.3273064,-0.00000027,0.00000073,-0.0000002,0,0
55,6,C1,0,4.3,0,-463.6345791,-461.3265709,-0.00000013,0.00000219,0.00000088,0,0
55,7,C1,0,4.81,0,-463.6345822,-461.3265635,-0.00000373,-0.0000016,0.00000013,0,-0.002
55,8,C1,0,6.25,0,-463.6356691,-461.3273569,-0.00000143,-0.0000009,-0.00000009,0,-0.001
55,9,C1,0,5.53,0,-463.635698,-461.3273275,-0.00000154,-0.00000064,0.00000008,0,-0.001
55,10,C1,0,4.71,0,-463.6345663,-461.3265656,0.00000033,0.00000199,0.00000031,0,0
55,11,C1,0,5,0,-463.6345711,-461.3265598,-0.000001,0.00000036,-0.00000005,0,-0.001
55,12,C1,0,6.33,0,-463.635634,-461.3273178,-0.00000144,-0.000001,-0.00000006,0,-0.001
55,13,C1,0,6.4,0,-463.636684,-461.3279439,-0.00000125,-0.00000079,0.00000008,0,-0.001
55,14,C1,0,5.54,0,-463.6354973,-461.3269194,-0.00000017,0.00000054,-0.00000026,0,0
55,15,C1,0,5.72,0,-463.6354925,-461.3269041,0.00000135,0.00000193,-0.00000057,0,0
55,16,N1,0,6.91,0,-461.3272374,-461.3272374,0.0000002,0.0000002,-0.00000018,0,0
55,17,C1,0,4.69,0,-463.6358656,-461.3273258,0.00000217,0.00000431,-0.0000018,0,0
55,18,C1,0,3.26,0,-463.6352727,-461.3269171,0.00000852,0.00002002,-0.00000496,0,0.002
55,19,C1,0,3.46,0,-463.6353632,-461.3270031,-0.00003604,-0.00002341,0.00000388,0,-0.02
55,20,C1,0,5.13,0,-463.6362096,-461.3277153,0.0000009,0.00000247,0.00000012,0,0.001
55,21,C1,0,4.39,0,-463.6355275,-461.3273448,-0.00000763,-0.00000418,-0.00000008,0,-0.005
55,22,C1,0,2.68,0,-463.6344779,-461.3265869,-0.00000899,0.00001695,0.00000273,0,-0.004
55,23,C1,0,2.99,0,-463.63451,-461.3266129,-0.0000406,-0.00001411,-0.00000025,0,-0.026
55,24,C1,0,4.61,0,-463.6355329,-461.3273646,-0.00000563,-0.00000316,-0.00000034,0,-0.004
55,25,C1,0,4.79,0,-463.6355375,-461.3273603,-0.00000552,-0.00000305,0.00000011,0,-0.003
55,26,C1,0,3.36,0,-463.6344874,-461.32661,-0.00001405,-0.00000098,0.00000012,0,-0.009
55,27,C1,0,3.25,0,-463.6344768,-461.326595,-0.00000464,0.00000807,-0.00000096,0,-0.004
55,28,C1,0,4.72,0,-463.6355197,-461.3273455,-0.00000621,-0.00000414,0.00000008,0,-0.004
55,29,C1,0,5.77,0,-463.6362419,-461.3277361,-0.000002,-0.00000107,0.00000004,0,-0.001
55,30,C1,0,4.42,0,-463.6353409,-461.3269922,-0.00000709,-0.00000422,0.00000004,0,-0.004
55,31,C1,0,4.27,0,-463.6352891,-461.3269368,0.00000293,0.00000563,-0.00000098,0,0.001
55,32,C1,0,5.48,0,-463.635854,-461.3273187,0.00000003,0.00000094,-0.00000018,0,0
55,33,C1,0,4.34,0,-463.6358603,-461.3273224,-0.00000632,-0.00000275,-0.00000043,0,-0.004
55,34,C1,0,2.19,0,-463.6352307,-461.3268019,0.00006101,0.00014017,-0.00003044,0,0.019
55,35,C1,0,2.09,0,-463.6357511,-461.3272012,-0.00041728,-0.0002133,0.00002328,0,-0.247
55,36,C1,0,3.95,0,-463.6362136,-461.3277023,0.0000263,0.00003264,-0.00000184,0,0.015
55,37,C1,0,4.25,0,-463.6355283,-461.3273512,-0.00001517,-0.00001025,0.0000007,0,-0.009
55,38,C1,0,1.86,0,-463.6349987,-461.3268378,-0.00052687,-0.00023513,-0.00000343,0,-0.333
55,39,C1,0,1.13,0,-463.6379243,-461.3253496,-0.00345078,0.00125944,-0.00010227,0,-2.23
55,40,C1,0,3.2,0,-463.6355587,-461.3273665,-0.0000266,-0.00000918,-0.00000006,0,-0.017
55,41,C1,0,4.7,0,-463.6355291,-461.3273606,-0.00000201,0.00000066,-0.00000007,0,-0.001
55,42,C1,0,2.65,0,-463.6345425,-461.3266143,-0.00007316,-0.00001555,-0.0000053,0,-0.049
55,43,C1,0,1.32,0,-463.6347237,-461.326373,-0.00025446,0.0002312,-0.00002312,0,-0.174
55,44,C1,0,3.36,0,-463.6355543,-461.3273618,-0.00003399,-0.00002075,0.0000022,0,-0.02
55,45,C1,0,5.69,0,-463.6362092,-461.3277157,0.00000126,0.00000214,-0.00000026,0,0.001
55,46,C1,0,3.88,0,-463.635346,-461.3269922,-0.0000188,-0.00001239,0.00000075,0,-0.011
55,47,C1,0,3.24,0,-463.6352892,-461.3269325,-0.00000758,0.00000502,-0.00000092,0,-0.005
55,48,C1,0,4.36,0,-463.6358644,-461.3273236,0.0000034,0.00000649,-0.00000021,0,0.002
55,49,C1,0,4.73,0,-463.6360243,-461.3272454,-0.00001009,-0.00000779,0.00000145,0,-0.005
55,50,C1,0,2.32,0,-463.6355756,-461.3269099,-0.00008209,-0.00000431,0.00000598,0,-0.048
55,51,C1,0,1.18,0,-463.6398691,-461.3271061,-0.00437201,-0.00018626,0.00008854,0,-2.688
55,52,C1,0,3.09,0,-463.6366052,-461.3278373,0.00007745,0.0001057,-0.00000658,0,0.044
55,53,C1,0,4.66,0,-463.6356403,-461.3273222,-0.00000816,-0.00000586,0.00000108,0,-0.004
55,54,C1,0,2.19,0,-463.6348007,-461.3266346,-0.00023099,-0.00007478,0.00001862,0,-0.133
56,1,N1,0,7.16,0,-461.3279923,-461.3279923,0.00000141,0.00000141,-0.00000062,0,0
56,2,C1,0,5.47,0,-463.6364959,-461.3276122,0.000005,0.00000566,-0.00000208,0,0.002
56,3,C1,0,4.64,0,-463.6365377,-461.327646,0.00000076,0.00000237,-0.00000161,0,-0.001
56,4,C1,0,5.11,0,-463.6374486,-461.3284247,-0.00000634,-0.00000476,0.00000058,0,-0.004
56,5,N1,0,6.95,0,-461.3280665,-461.3280665,-0.00000021,-0.00000021,-0.0000003,0,0
56,6,C1,0,5.18,0,-463.6357091,-461.3273317,-0.00000033,0.00000066,-0.00000021,0,0
56,7,C1,0,4.3,0,-463.6357078,-461.3273184,0.00000045,0.0000027,0.00000054,0,0.001
56,8,C1,0,4.81,0,-463.6368019,-461.3281177,-0.0000045,-0.00000242,0.00000041,0,-0.003
56,9,N1,0,7.21,0,-461.3280867,-461.3280867,-0.00000063,-0.00000063,-0.00000012,0,0
56,10,C1,0,5.53,0,-463.635698,-461.3273275,-0.00000154,-0.00000064,0.00000008,0,-0.001
56,11,C1,0,4.71,0,-463.6356995,-461.3273175,0.00000034,0.00000191,0.00000053,0,0.001
56,12,C1,0,5,0,-463.6367629,-461.3280753,-0.00000064,0.00000073,-0.00000012,0,0
56,13,N1,0,7.9,0,-461.3287027,-461.3287027,-0.00000042,-0.00000042,0.00000006,0,0
56,14,C1,0,6.4,0,-463.636628,-461.3276798,-0.0000011,-0.00000065,0.00000019,0,-0.001
56,15,C1,0,5.54,0,-463.6366229,-461.3276638,0.00000073,0.00000141,-0.0000003,0,0
56,16,C1,0,5.72,0,-463.6371419,-461.3279942,0.0000021,0.00000266,-0.00000092,0,0.001
56,17,N1,0,6.74,0,-461.3280891,-461.3280891,0.00000014,0.00000014,-0.00000024,0,0
56,18,C1,0,4.69,0,-463.6364051,-461.3276882,0.00000589,0.00000807,-0.00000275,0,0.002
56,19,C1,0,3.26,0,-463.6364405,-461.327711,0.00001644,0.00002794,-0.00000825,0,0.005
56,20,C1,0,3.46,0,-463.6373765,-461.3285009,-0.00003633,-0.0000239,0.00000244,0,-0.021
56,21,N1,0,6.63,0,-461.3281013,-461.3281013,-0.00000145,-0.00000145,-0.00000006,0,-0.001
56,22,C1,0,4.39,0,-463.6356063,-461.3273673,-0.0000077,-0.00000423,-0.00000009,0,-0.005
56,23,C1,0,2.68,0,-463.6356058,-461.327339,-0.00000665,0.00001902,0.00000144,0,-0.003
56,24,C1,0,2.99,0,-463.6367027,-461.3281402,-0.00004574,-0.00001962,0.00000134,0,-0.028
56,25,N1,0,6.9,0,-461.3281175,-461.3281175,-0.00000106,-0.00000106,0.00000001,0,-0.001
56,26,C1,0,4.79,0,-463.6356091,-461.3273717,-0.00000597,-0.00000352,0.00000017,0,-0.004
56,27,C1,0,3.36,0,-463.6356175,-461.3273649,-0.00001554,-0.00000266,0.0000013,0,-0.009
56,28,C1,0,3.25,0,-463.6366455,-461.3280902,-0.00000231,0.00001039,-0.00000139,0,-0.002
56,29,N1,0,7.62,0,-461.3284943,-461.3284943,-0.00000005,-0.00000005,0.00000002,0,0
56,30,C1,0,5.77,0,-463.6364656,-461.3277482,-0.00000197,-0.00000104,0.00000024,0,-0.001
56,31,C1,0,4.42,0,-463.6364277,-461.3277047,-0.00000585,-0.00000296,0.00000025,0,-0.004
56,32,C1,0,4.27,0,-463.6369796,-461.328072,0.00000421,0.0000069,-0.00000165,0,0.002
56,33,N1,0,6.75,0,-461.3280802,-461.3280802,-0.00000131,-0.00000131,0.00000033,0,-0.001
56,34,C1,0,4.34,0,-463.6364255,-461.3277017,-0.00000407,-0.00000045,-0.00000005,0,-0.003
56,35,C1,0,2.19,0,-463.6363825,-461.3275869,0.00008108,0.00016022,-0.00003429,0,0.029
56,36,C1,0,2.09,0,-463.6377692,-461.3286935,-0.0003996,-0.00019931,0.00001494,0,-0.241
56,37,N1,0,6.7,0,-461.3281021,-461.3281021,-0.00000194,-0.00000194,0.0000002,0,-0.001
56,38,C1,0,4.25,0,-463.6356182,-461.3273736,-0.00001664,-0.00001176,0.00000123,0,-0.01
56,39,C1,0,1.86,0,-463.6361395,-461.3276137,-0.00053626,-0.00024541,-0.00000419,0,-0.339
56,40,C1,0,1.13,0,-463.6402622,-461.3270444,-0.00360041,0.00107215,-0.00005131,0,-2.291
56,41,N1,0,7.08,0,-461.3281212,-461.3281212,-0.00000072,-0.00000072,0.00000011,0,0
56,42,C1,0,4.7,0,-463.6356029,-461.3273592,-0.00000379,-0.00000123,0.00000044,0,-0.002
56,43,C1,0,2.65,0,-463.6356801,-461.327386,-0.00008108,-0.00002254,-0.00000221,0,-0.052
56,44,C1,0,1.32,0,-463.6368881,-461.3278535,-0.00023807,0.00024674,-0.00002375,0,-0.164
56,45,N1,0,7.78,0,-461.3284763,-461.3284763,0.00000077,0.00000077,-0.00000009,0,0
56,46,C1,0,5.69,0,-463.6364554,-461.3277366,0.00000148,0.0000024,-0.00000012,0,0.001
56,47,C1,0,3.88,0,-463.6364272,-461.3277058,-0.00001584,-0.0000091,0.00000083,0,-0.009
56,48,C1,0,3.24,0,-463.6370034,-461.3280823,-0.00000585,0.00000695,-0.00000223,0,-0.005
